value,count,prop,class,col
2,174047,70.06,Trees,darkgreen
5,48072,19.35,Crops,yellow
11,14828,5.97,Rangeland,green
7,9230,3.72,Built Area,red
1,1969,0.79,Water,blue
4,221,0.09,Flooded vegetation,lightgreen
8,68,0.03,Bare ground,burlywood
