value,count,prop,class,col
2,448837,73.97,Trees,darkgreen
1,133484,22,Water,blue
11,24206,3.99,Rangeland,green
7,207,0.03,Built Area,red
4,41,0.01,Flooded vegetation,lightgreen
8,25,0,Bare ground,burlywood
