value,count,prop,class,col
11,273400,44.87,Rangeland,green
4,229045,37.59,Flooded vegetation,lightgreen
2,92336,15.15,Trees,darkgreen
1,14475,2.38,Water,blue
9,105,0.02,Snow/Ice,black
8,15,0,Bare ground,burlywood
