value,count,prop,class,col
11,312636,62.1,Rangeland,green
2,83889,16.66,Trees,darkgreen
1,71473,14.2,Water,blue
4,26564,5.28,Flooded vegetation,lightgreen
9,6517,1.29,Snow/Ice,black
8,2198,0.44,Bare ground,burlywood
7,108,0.02,Built Area,red
5,16,0,Crops,yellow
