value,count,prop,class,col
2,263537,60.83,Trees,darkgreen
1,112091,25.87,Water,blue
11,47685,11.01,Rangeland,green
7,7103,1.64,Built Area,red
4,1945,0.45,Flooded vegetation,lightgreen
5,634,0.15,Crops,yellow
8,240,0.06,Bare ground,burlywood
9,4,0,Snow/Ice,black
