value,count,prop,class,col
2,286350,86.02,Trees,darkgreen
11,26944,8.09,Rangeland,green
1,17788,5.34,Water,blue
8,945,0.28,Bare ground,burlywood
4,849,0.26,Flooded vegetation,lightgreen
7,12,0,Built Area,red
5,1,0,Crops,yellow
