value,count,prop,class,col
4,656092,63.01,Flooded vegetation,lightgreen
11,222170,21.34,Rangeland,green
2,118714,11.4,Trees,darkgreen
1,43638,4.19,Water,blue
8,675,0.06,Bare ground,burlywood
9,10,0,Snow/Ice,black
