value,count,prop,class,col
2,390259,85.76,Trees,darkgreen
1,43203,9.49,Water,blue
11,21502,4.73,Rangeland,green
4,58,0.01,Flooded vegetation,lightgreen
7,10,0,Built Area,red
8,6,0,Bare ground,burlywood
5,1,0,Crops,yellow
9,1,0,Snow/Ice,black
