value,count,prop,class,col
2,98365,74.06,Trees,darkgreen
1,31360,23.61,Water,blue
11,2882,2.17,Rangeland,green
4,145,0.11,Flooded vegetation,lightgreen
7,66,0.05,Built Area,red
