value,count,prop,class,col
2,387045,63.96,Trees,darkgreen
11,108061,17.86,Rangeland,green
1,105488,17.43,Water,blue
4,4163,0.69,Flooded vegetation,lightgreen
7,357,0.06,Built Area,red
8,31,0.01,Bare ground,burlywood
9,18,0,Snow/Ice,black
