value,count,prop,class,col
5,208561,91.8,Crops,yellow
2,9980,4.39,Trees,darkgreen
7,8003,3.52,Built Area,red
11,330,0.15,Rangeland,green
1,315,0.14,Water,blue
8,9,0,Bare ground,burlywood
