value,count,prop,class,col
2,194896,51.17,Trees,darkgreen
7,66984,17.59,Built Area,red
11,33020,8.67,Rangeland,green
5,30714,8.06,Crops,yellow
9,28209,7.41,Snow/Ice,black
1,21282,5.59,Water,blue
8,4854,1.27,Bare ground,burlywood
4,886,0.23,Flooded vegetation,lightgreen
