value,count,prop,class,col
2,129818,92.99,Trees,darkgreen
1,8295,5.94,Water,blue
11,1480,1.06,Rangeland,green
4,14,0.01,Flooded vegetation,lightgreen
8,1,0,Bare ground,burlywood
