value,count,prop,class,col
2,177597,35.23,Trees,darkgreen
11,157889,31.32,Rangeland,green
5,106140,21.06,Crops,yellow
7,56508,11.21,Built Area,red
1,3999,0.79,Water,blue
8,1651,0.33,Bare ground,burlywood
4,284,0.06,Flooded vegetation,lightgreen
9,32,0.01,Snow/Ice,black
