value,count,prop,class,col
4,352298,61.83,Flooded vegetation,lightgreen
11,118610,20.82,Rangeland,green
2,76337,13.4,Trees,darkgreen
1,14347,2.52,Water,blue
9,4851,0.85,Snow/Ice,black
8,3306,0.58,Bare ground,burlywood
