value,count,prop,class,col
4,323443,78.05,Flooded vegetation,lightgreen
11,66253,15.99,Rangeland,green
2,23582,5.69,Trees,darkgreen
1,885,0.21,Water,blue
8,237,0.06,Bare ground,burlywood
