value,count,prop,class,col
5,146316,43.26,Crops,yellow
2,122074,36.09,Trees,darkgreen
11,35957,10.63,Rangeland,green
7,27762,8.21,Built Area,red
1,4969,1.47,Water,blue
8,891,0.26,Bare ground,burlywood
4,266,0.08,Flooded vegetation,lightgreen
