value,count,prop,class,col
9,514975,50.42,Snow/Ice,black
2,235761,23.08,Trees,darkgreen
8,145409,14.24,Bare ground,burlywood
11,105870,10.37,Rangeland,green
1,17102,1.67,Water,blue
4,2268,0.22,Flooded vegetation,lightgreen
7,27,0,Built Area,red
