value,count,prop,class,col
4,522698,68.58,Flooded vegetation,lightgreen
11,175380,23.01,Rangeland,green
9,28734,3.77,Snow/Ice,black
2,24522,3.22,Trees,darkgreen
1,10318,1.35,Water,blue
8,568,0.07,Bare ground,burlywood
