value,count,prop,class,col
11,285629,47.6,Rangeland,green
2,197241,32.87,Trees,darkgreen
4,63768,10.63,Flooded vegetation,lightgreen
1,53479,8.91,Water,blue
8,2,0,Bare ground,burlywood
9,1,0,Snow/Ice,black
