value,count,prop,class,col
2,287833,85.64,Trees,darkgreen
1,41939,12.48,Water,blue
11,5991,1.78,Rangeland,green
4,167,0.05,Flooded vegetation,lightgreen
8,123,0.04,Bare ground,burlywood
7,28,0.01,Built Area,red
5,1,0,Crops,yellow
