value,count,prop,class,col
11,760785,47.53,Rangeland,green
2,367420,22.95,Trees,darkgreen
8,318461,19.89,Bare ground,burlywood
9,133973,8.37,Snow/Ice,black
1,16380,1.02,Water,blue
4,3770,0.24,Flooded vegetation,lightgreen
7,10,0,Built Area,red
