value,count,prop,class,col
2,337698,83.44,Trees,darkgreen
1,34145,8.44,Water,blue
11,29855,7.38,Rangeland,green
5,1789,0.44,Crops,yellow
4,818,0.2,Flooded vegetation,lightgreen
7,419,0.1,Built Area,red
8,2,0,Bare ground,burlywood
