value,count,prop,class,col
2,239774,64.34,Trees,darkgreen
11,74749,20.06,Rangeland,green
1,49468,13.27,Water,blue
4,7916,2.12,Flooded vegetation,lightgreen
8,405,0.11,Bare ground,burlywood
9,372,0.1,Snow/Ice,black
