value,count,prop,class,col
2,330392,66.54,Trees,darkgreen
11,137690,27.73,Rangeland,green
1,16466,3.32,Water,blue
7,4832,0.97,Built Area,red
5,3355,0.68,Crops,yellow
4,3290,0.66,Flooded vegetation,lightgreen
8,502,0.1,Bare ground,burlywood
9,5,0,Snow/Ice,black
