value,count,prop,class,col
5,82875,64.81,Crops,yellow
2,34728,27.16,Trees,darkgreen
7,5681,4.44,Built Area,red
1,3046,2.38,Water,blue
11,1320,1.03,Rangeland,green
8,226,0.18,Bare ground,burlywood
