value,count,prop,class,col
2,128698,71.87,Trees,darkgreen
11,47838,26.72,Rangeland,green
4,1937,1.08,Flooded vegetation,lightgreen
1,474,0.26,Water,blue
8,114,0.06,Bare ground,burlywood
