value,count,prop,class,col
2,428180,54.88,Trees,darkgreen
5,238480,30.57,Crops,yellow
11,56829,7.28,Rangeland,green
1,37870,4.85,Water,blue
7,18260,2.34,Built Area,red
4,400,0.05,Flooded vegetation,lightgreen
8,195,0.02,Bare ground,burlywood
