value,count,prop,class,col
2,601294,81.72,Trees,darkgreen
11,114304,15.53,Rangeland,green
1,8717,1.18,Water,blue
7,6513,0.89,Built Area,red
4,2295,0.31,Flooded vegetation,lightgreen
5,2110,0.29,Crops,yellow
8,601,0.08,Bare ground,burlywood
