value,count,prop,class,col
5,252301,59.9,Crops,yellow
2,79893,18.97,Trees,darkgreen
11,60928,14.47,Rangeland,green
7,14996,3.56,Built Area,red
1,12725,3.02,Water,blue
4,238,0.06,Flooded vegetation,lightgreen
8,93,0.02,Bare ground,burlywood
