value,count,prop,class,col
4,140974,56.18,Flooded vegetation,lightgreen
11,69566,27.72,Rangeland,green
2,20905,8.33,Trees,darkgreen
1,19467,7.76,Water,blue
9,16,0.01,Snow/Ice,black
8,9,0,Bare ground,burlywood
