value,count,prop,class,col
2,2241466,91.54,Trees,darkgreen
11,168282,6.87,Rangeland,green
1,22664,0.93,Water,blue
5,8050,0.33,Crops,yellow
7,6996,0.29,Built Area,red
4,683,0.03,Flooded vegetation,lightgreen
8,557,0.02,Bare ground,burlywood
9,6,0,Snow/Ice,black
10,1,0,Clouds,grey
