value,count,prop,class,col
2,122953,79.31,Trees,darkgreen
11,26492,17.09,Rangeland,green
1,5419,3.5,Water,blue
4,164,0.11,Flooded vegetation,lightgreen
8,4,0,Bare ground,burlywood
