value,count,prop,class,col
2,239431,74.94,Trees,darkgreen
11,53507,16.75,Rangeland,green
1,24369,7.63,Water,blue
4,2013,0.63,Flooded vegetation,lightgreen
8,117,0.04,Bare ground,burlywood
7,25,0.01,Built Area,red
5,23,0.01,Crops,yellow
9,10,0,Snow/Ice,black
