value,count,prop,class,col
2,322661,88.31,Trees,darkgreen
11,23453,6.42,Rangeland,green
1,19230,5.26,Water,blue
4,29,0.01,Flooded vegetation,lightgreen
8,8,0,Bare ground,burlywood
