value,count,prop,class,col
2,358775,63.31,Trees,darkgreen
11,153225,27.04,Rangeland,green
1,47459,8.37,Water,blue
4,7169,1.26,Flooded vegetation,lightgreen
9,46,0.01,Snow/Ice,black
8,37,0.01,Bare ground,burlywood
5,11,0,Crops,yellow
