value,count,prop,class,col
11,969283,67.9,Rangeland,green
2,183202,12.83,Trees,darkgreen
4,143321,10.04,Flooded vegetation,lightgreen
1,119960,8.4,Water,blue
9,7377,0.52,Snow/Ice,black
8,4468,0.31,Bare ground,burlywood
5,2,0,Crops,yellow
