value,count,prop,class,col
11,360643,52.57,Rangeland,green
2,270040,39.36,Trees,darkgreen
4,33444,4.88,Flooded vegetation,lightgreen
1,21890,3.19,Water,blue
8,1,0,Bare ground,burlywood
9,1,0,Snow/Ice,black
