value,count,prop,class,col
4,315374,40.78,Flooded vegetation,lightgreen
11,200939,25.98,Rangeland,green
2,188757,24.41,Trees,darkgreen
1,67869,8.78,Water,blue
8,384,0.05,Bare ground,burlywood
9,94,0.01,Snow/Ice,black
7,7,0,Built Area,red
