value,count,prop,class,col
5,150934,74.5,Crops,yellow
7,24137,11.91,Built Area,red
2,22684,11.2,Trees,darkgreen
11,2755,1.36,Rangeland,green
1,1522,0.75,Water,blue
8,561,0.28,Bare ground,burlywood
