value,count,prop,class,col
5,412379,66.47,Crops,yellow
11,119392,19.24,Rangeland,green
1,60068,9.68,Water,blue
4,12388,2,Flooded vegetation,lightgreen
2,11273,1.82,Trees,darkgreen
7,2866,0.46,Built Area,red
8,2057,0.33,Bare ground,burlywood
