value,count,prop,class,col
1,202847,44.99,Water,blue
2,171128,37.96,Trees,darkgreen
11,55518,12.31,Rangeland,green
4,21029,4.66,Flooded vegetation,lightgreen
7,211,0.05,Built Area,red
8,102,0.02,Bare ground,burlywood
9,25,0.01,Snow/Ice,black
