value,count,prop,class,col
2,419400,72.78,Trees,darkgreen
1,133398,23.15,Water,blue
11,20441,3.55,Rangeland,green
4,2352,0.41,Flooded vegetation,lightgreen
7,634,0.11,Built Area,red
8,48,0.01,Bare ground,burlywood
