value,count,prop,class,col
11,357974,64.45,Rangeland,green
1,84645,15.24,Water,blue
2,67732,12.2,Trees,darkgreen
4,39894,7.18,Flooded vegetation,lightgreen
9,4843,0.87,Snow/Ice,black
8,306,0.06,Bare ground,burlywood
