value,count,prop,class,col
2,221555,77.36,Trees,darkgreen
1,49601,17.32,Water,blue
11,15167,5.3,Rangeland,green
4,55,0.02,Flooded vegetation,lightgreen
8,6,0,Bare ground,burlywood
