value,count,prop,class,col
4,917723,53.33,Flooded vegetation,lightgreen
11,534722,31.07,Rangeland,green
9,181491,10.55,Snow/Ice,black
1,71229,4.14,Water,blue
2,15659,0.91,Trees,darkgreen
8,59,0,Bare ground,burlywood
