value,count,prop,class,col
2,795423,75.44,Trees,darkgreen
1,182865,17.34,Water,blue
11,70016,6.64,Rangeland,green
4,5066,0.48,Flooded vegetation,lightgreen
8,993,0.09,Bare ground,burlywood
7,23,0,Built Area,red
9,15,0,Snow/Ice,black
5,6,0,Crops,yellow
