value,count,prop,class,col
11,121757,39.03,Rangeland,green
2,110568,35.44,Trees,darkgreen
4,75374,24.16,Flooded vegetation,lightgreen
1,4176,1.34,Water,blue
8,74,0.02,Bare ground,burlywood
