value,count,prop,class,col
2,445274,71.3,Trees,darkgreen
11,127052,20.34,Rangeland,green
1,38537,6.17,Water,blue
8,10836,1.74,Bare ground,burlywood
4,1410,0.23,Flooded vegetation,lightgreen
7,1399,0.22,Built Area,red
