value,count,prop,class,col
2,301000,84.68,Trees,darkgreen
11,41658,11.72,Rangeland,green
1,12407,3.49,Water,blue
7,196,0.06,Built Area,red
4,171,0.05,Flooded vegetation,lightgreen
8,35,0.01,Bare ground,burlywood
5,1,0,Crops,yellow
