value,count,prop,class,col
2,298071,52.59,Trees,darkgreen
11,222839,39.32,Rangeland,green
1,37847,6.68,Water,blue
4,7734,1.36,Flooded vegetation,lightgreen
8,248,0.04,Bare ground,burlywood
9,4,0,Snow/Ice,black
