value,count,prop,class,col
2,311550,63.23,Trees,darkgreen
11,93509,18.98,Rangeland,green
1,81673,16.58,Water,blue
4,5918,1.2,Flooded vegetation,lightgreen
9,58,0.01,Snow/Ice,black
8,9,0,Bare ground,burlywood
