value,count,prop,class,col
2,330987,90.12,Trees,darkgreen
1,25756,7.01,Water,blue
11,10189,2.77,Rangeland,green
4,321,0.09,Flooded vegetation,lightgreen
8,22,0.01,Bare ground,burlywood
7,15,0,Built Area,red
5,1,0,Crops,yellow
