value,count,prop,class,col
2,114543,83.33,Trees,darkgreen
1,12051,8.77,Water,blue
11,10379,7.55,Rangeland,green
4,478,0.35,Flooded vegetation,lightgreen
7,4,0,Built Area,red
8,2,0,Bare ground,burlywood
