value,count,prop,class,col
9,3200411,57.36,Snow/Ice,black
8,1459204,26.15,Bare ground,burlywood
11,760023,13.62,Rangeland,green
1,154218,2.76,Water,blue
4,5332,0.1,Flooded vegetation,lightgreen
2,547,0.01,Trees,darkgreen
5,3,0,Crops,yellow
7,1,0,Built Area,red
