value,count,prop,class,col
2,1214123,62.48,Trees,darkgreen
5,425147,21.88,Crops,yellow
11,185793,9.56,Rangeland,green
7,77571,3.99,Built Area,red
1,34284,1.76,Water,blue
8,5429,0.28,Bare ground,burlywood
4,702,0.04,Flooded vegetation,lightgreen
9,36,0,Snow/Ice,black
