value,count,prop,class,col
4,136186,58.03,Flooded vegetation,lightgreen
11,59990,25.56,Rangeland,green
2,24116,10.28,Trees,darkgreen
1,11621,4.95,Water,blue
7,2466,1.05,Built Area,red
8,260,0.11,Bare ground,burlywood
9,34,0.01,Snow/Ice,black
10,2,0,Clouds,grey
