value,count,prop,class,col
2,837512,78.27,Trees,darkgreen
11,109346,10.22,Rangeland,green
9,89286,8.34,Snow/Ice,black
1,22793,2.13,Water,blue
8,7818,0.73,Bare ground,burlywood
4,3264,0.31,Flooded vegetation,lightgreen
