value,count,prop,class,col
2,521965,40.92,Trees,darkgreen
11,359013,28.14,Rangeland,green
1,288255,22.6,Water,blue
4,105078,8.24,Flooded vegetation,lightgreen
8,657,0.05,Bare ground,burlywood
9,379,0.03,Snow/Ice,black
7,265,0.02,Built Area,red
5,24,0,Crops,yellow
