value,count,prop,class,col
2,347030,67.01,Trees,darkgreen
1,120247,23.22,Water,blue
11,47850,9.24,Rangeland,green
4,2770,0.53,Flooded vegetation,lightgreen
7,9,0,Built Area,red
8,2,0,Bare ground,burlywood
