value,count,prop,class,col
1,661476,87.13,Water,blue
11,44646,5.88,Rangeland,green
2,42864,5.65,Trees,darkgreen
4,6369,0.84,Flooded vegetation,lightgreen
8,3125,0.41,Bare ground,burlywood
9,435,0.06,Snow/Ice,black
7,255,0.03,Built Area,red
