value,count,prop,class,col
5,261471,78.04,Crops,yellow
11,57147,17.06,Rangeland,green
7,12979,3.87,Built Area,red
2,2141,0.64,Trees,darkgreen
1,1043,0.31,Water,blue
8,243,0.07,Bare ground,burlywood
4,33,0.01,Flooded vegetation,lightgreen
