value,count,prop,class,col
11,699513,53.35,Rangeland,green
1,246580,18.8,Water,blue
4,224365,17.11,Flooded vegetation,lightgreen
2,111125,8.47,Trees,darkgreen
9,29211,2.23,Snow/Ice,black
8,458,0.03,Bare ground,burlywood
5,1,0,Crops,yellow
