value,count,prop,class,col
2,385800,85.54,Trees,darkgreen
1,43474,9.64,Water,blue
11,21665,4.8,Rangeland,green
4,72,0.02,Flooded vegetation,lightgreen
8,5,0,Bare ground,burlywood
